Sensor_ID,Timestamp,Voltage (V),Current (A),Temperature (°C),Power (W),Humidity (%),Vibration (m/s²),Equipment_ID,Operational Status,Fault Status,Failure Type,Last Maintenance Date,Maintenance Type,Failure History,Repair Time (hrs),Maintenance Costs (USD),Ambient Temperature (°C),Ambient Humidity (%),External Factors,X,Y,Z,Equipment Relationship,Equipment Criticality,Fault Detected,Predictive Maintenance Trigger
S_968,1/20/2024 11:00,118,0.6,28,76.9,48,0.29,E_18,Under Maintenance,No Fault,,12/1/2024,Corrective,No Fault,0,220,22,42,Storm,67,17,17,Dependent,Medium,0,0
S_969,1/20/2024 12:00,119,0.9,29,99.4,47,0.36,E_19,Operational,Fault Detected,Overload,12/1/2024,Preventive,Fault Detected,8,230,23,43,Clear Weather,68,18,18,Independent,High,1,1
S_970,1/20/2024 13:00,118,1,30,102.1,50,0.39,E_20,Under Maintenance,No Fault,,12/1/2024,Corrective,No Fault,0,240,24,44,Storm,69,19,19,Dependent,Medium,0,0
S_971,1/20/2024 14:00,111,0.4,19,60,39,0.19,E_21,Operational,No Fault,Overheating,12/1/2024,Preventive,No Fault,0,150,20,40,Clear Weather,70,20,20,Dependent,High,0,0
S_972,1/20/2024 15:00,112,0.7,20,71.6,42,0.26,E_22,Under Maintenance,Fault Detected,,12/1/2024,Corrective,No Fault,6,160,21,41,Storm,71,21,21,Independent,Medium,1,0
S_973,1/20/2024 16:00,111,0.8,23,73.4,41,0.31,E_23,Operational,No Fault,Overload,12/1/2024,Preventive,No Fault,0,170,22,42,Clear Weather,72,22,22,Dependent,High,0,1
S_974,1/20/2024 17:00,112,0.7,22,85.4,44,0.36,E_24,Under Maintenance,No Fault,,12/1/2024,Corrective,No Fault,0,180,23,43,Storm,73,23,23,Dependent,Medium,0,0
S_975,1/20/2024 18:00,115,1,25,107.6,45,0.41,E_25,Operational,Fault Detected,,12/1/2024,Preventive,Fault Detected,9,190,24,44,Clear Weather,74,24,24,Independent,High,1,0
S_976,1/20/2024 19:00,116,0.6,24,52.5,44,0.19,E_26,Under Maintenance,No Fault,Overheating,12/1/2024,Corrective,No Fault,0,200,20,40,Storm,75,25,25,Dependent,Medium,0,0
S_977,1/20/2024 20:00,117,0.7,27,74.6,47,0.26,E_27,Operational,No Fault,Overload,12/1/2024,Preventive,No Fault,0,210,21,41,Clear Weather,76,26,26,Dependent,High,0,1
S_978,1/20/2024 21:00,116,0.8,26,86.9,46,0.31,E_28,Under Maintenance,Fault Detected,,12/1/2024,Corrective,No Fault,7,220,22,42,Storm,77,27,27,Independent,Medium,1,0
S_979,1/20/2024 22:00,117,0.7,29,89.4,49,0.36,E_29,Operational,No Fault,,12/1/2024,Preventive,No Fault,0,230,23,43,Clear Weather,78,28,28,Dependent,High,0,0
S_980,1/20/2024 23:00,120,1,30,112.1,48,0.41,E_30,Under Maintenance,No Fault,,12/1/2024,Corrective,No Fault,0,240,24,44,Storm,79,29,29,Dependent,Medium,0,0
S_981,1/21/2024 0:00,111,0.6,19,60,39,0.21,E_31,Operational,Fault Detected,Overload,12/1/2024,Preventive,Fault Detected,5,150,20,40,Clear Weather,80,30,0,Independent,High,1,1
S_982,1/21/2024 1:00,112,0.7,20,61.6,40,0.24,E_32,Under Maintenance,No Fault,,12/1/2024,Corrective,No Fault,0,160,21,41,Storm,81,31,1,Dependent,Medium,0,0
S_983,1/21/2024 2:00,111,0.6,23,83.4,43,0.31,E_33,Operational,No Fault,,12/1/2024,Preventive,No Fault,0,170,22,42,Clear Weather,82,32,2,Dependent,High,0,0
S_984,1/21/2024 3:00,114,0.9,24,95.4,42,0.34,E_34,Under Maintenance,Fault Detected,,12/1/2024,Corrective,No Fault,8,180,23,43,Storm,83,33,3,Independent,Medium,1,0
S_985,1/21/2024 4:00,113,0.8,25,107.6,45,0.41,E_35,Operational,No Fault,Overload,12/1/2024,Preventive,No Fault,0,190,24,44,Clear Weather,84,34,4,Dependent,High,0,1
S_986,1/21/2024 5:00,116,0.4,26,62.5,44,0.19,E_36,Under Maintenance,No Fault,Overheating,12/1/2024,Corrective,No Fault,0,200,20,40,Storm,85,35,5,Dependent,Medium,0,0
S_987,1/21/2024 6:00,115,0.7,25,74.6,47,0.26,E_37,Operational,Fault Detected,,12/1/2024,Preventive,Fault Detected,6,210,21,41,Clear Weather,86,36,6,Independent,High,1,0
S_988,1/21/2024 7:00,116,0.6,28,86.9,46,0.31,E_38,Under Maintenance,No Fault,,12/1/2024,Corrective,No Fault,0,220,22,42,Storm,87,37,7,Dependent,Medium,0,0
S_989,1/21/2024 8:00,117,0.9,27,99.4,49,0.34,E_39,Operational,No Fault,Overload,12/1/2024,Preventive,No Fault,0,230,23,43,Clear Weather,88,38,8,Dependent,High,0,1
S_990,1/21/2024 9:00,120,0.8,30,112.1,48,0.41,E_40,Under Maintenance,Fault Detected,,12/1/2024,Corrective,No Fault,9,240,24,44,Storm,89,39,9,Independent,Medium,1,0
S_991,1/21/2024 10:00,111,0.6,19,50,39,0.21,E_41,Operational,No Fault,Overheating,12/1/2024,Preventive,No Fault,0,150,20,40,Clear Weather,90,40,10,Dependent,High,0,0
S_992,1/21/2024 11:00,110,0.7,20,71.6,42,0.26,E_42,Under Maintenance,No Fault,,12/1/2024,Corrective,No Fault,0,160,21,41,Storm,91,41,11,Dependent,Medium,0,0
S_993,1/21/2024 12:00,113,0.8,23,83.4,41,0.29,E_43,Operational,Fault Detected,Overload,12/1/2024,Preventive,Fault Detected,7,170,22,42,Clear Weather,92,42,12,Independent,High,1,1
S_994,1/21/2024 13:00,114,0.9,24,95.4,42,0.34,E_44,Under Maintenance,No Fault,,12/1/2024,Corrective,No Fault,0,180,23,43,Storm,93,43,13,Dependent,Medium,0,0
S_995,1/21/2024 14:00,115,1,23,97.6,45,0.41,E_45,Operational,No Fault,,12/1/2024,Preventive,No Fault,0,190,24,44,Clear Weather,94,44,14,Dependent,High,0,0
S_996,1/21/2024 15:00,114,0.6,26,62.5,44,0.21,E_46,Under Maintenance,Fault Detected,Overheating,12/1/2024,Corrective,No Fault,5,200,20,40,Storm,95,45,15,Independent,Medium,1,0
S_997,1/21/2024 16:00,117,0.5,25,64.6,45,0.24,E_47,Operational,No Fault,Overload,12/1/2024,Preventive,No Fault,0,210,21,41,Clear Weather,96,46,16,Dependent,High,0,1
S_998,1/21/2024 17:00,116,0.6,26,76.9,48,0.29,E_48,Under Maintenance,No Fault,,12/1/2024,Corrective,No Fault,0,220,22,42,Storm,97,47,17,Dependent,Medium,0,0
